type,properties/cp,properties/la_name,properties/road,properties/rcat,properties/easting,properties/northing,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,46433,Westminster,A40,PU,529500,181330,Point,-0.135046258043285,51.5160043003202
Feature,46435,Kensington and Chelsea,A402,PU,525000,180400,Point,-0.200195024912568,51.50865907619745
Feature,46465,Barnet,A41,PR,517650,194270,Point,-0.301414085868564,51.634893873120326
Feature,46469,Westminster,A41,PU,527850,181700,Point,-0.158678761849502,51.51970502012749
Feature,46653,Islington,A103,PU,531000,185870,Point,-0.11175266044186,51.55645839231338
Feature,46654,Redbridge,A104,PU,539670,191160,Point,0.015332681568214,51.60191579004426
Feature,46656,Hackney,A104,PU,533700,184800,Point,-0.073235370854936,51.54620987983475
Feature,46658,Haringey,A105,PU,531200,190000,Point,-0.107327991641212,51.59352671992092
Feature,46659,Hackney,A106,PU,535000,184140,Point,-0.054751787486394,51.53996959510965
Feature,46660,Hackney,A107,PU,535000,185740,Point,-0.054138323372371,51.55434781641633
Feature,46662,Barnet,A109,PU,528000,193170,Point,-0.152342545282853,51.62275048345284
Feature,46663,Haringey,A109,PU,533000,190540,Point,-0.081153117603378,51.5979576602555
Feature,46664,Waltham Forest,A110,PU,538000,194540,Point,-0.007435122483171,51.632699944298004
Feature,46665,Enfield,A110,PU,530000,196470,Point,-0.122242647435603,51.651948209526076
Feature,46666,Enfield,A111,PU,528700,195000,Point,-0.141564020506905,51.63903665170305
Feature,46668,Waltham Forest,A112,PU,538370,186000,Point,-0.005457719797179,51.55586833085485
Feature,46669,Newham,A112,PU,541100,182000,Point,0.03229334364782,51.51924890235821
Feature,46671,Waltham Forest,A114,PU,539760,188000,Point,0.015374089384727,51.573497898857994
Feature,46672,Newham,A117,PU,543683,180000,Point,0.068682352256697,51.50062672084052
Feature,46680,Barking and Dagenham,A124,PU,543730,184060,Point,0.071013688969994,51.537096908652344
Feature,46681,Havering,A125,PU,551312,188000,Point,0.181948325472318,51.5705180803044
Feature,46781,Southwark,A200,PU,535700,178900,Point,-0.046680231874894,51.49271318680317
Feature,46783,Southwark,A201,PU,532300,179000,Point,-0.095589554616703,51.49441707138058
Feature,46785,Lambeth,A202,PU,531940,177100,Point,-0.101481849944012,51.47742635245283
Feature,46786,Lambeth,A203,PU,530790,176000,Point,-0.118438967804729,51.467807677667466
Feature,46787,Greenwich,A205,PU,542600,176000,Point,0.051475961098363,51.46495717499661
Feature,46788,Lewisham,A205,PU,537500,173600,Point,-0.022828534882802,51.44465106034107
Feature,46789,Lambeth,A205,PU,530000,173700,Point,-0.130650783696066,51.447319650931384
Feature,46792,Greenwich,A206,PU,540000,178300,Point,0.014981975530512,51.48627392856328
Feature,46794,Bexley,A207,PU,548000,175470,Point,0.128936562984999,51.458809524866396
Feature,46795,Greenwich,A208,PU,542740,174000,Point,0.052683464599498,51.4469500291546
Feature,46797,Bexley,A211,PU,547500,170900,Point,0.119842221199569,51.41787583814729
Feature,46798,Lewisham,A212,PU,536500,172000,Point,-0.037825471379705,51.430514430477544
Feature,46799,Croydon,A212,PU,533320,170000,Point,-0.084294466627632,51.41329750995322
Feature,46801,Bromley,A213,PU,535500,170000,Point,-0.052965845445699,51.41278111765808
Feature,46803,Bromley,A214,PU,535350,169000,Point,-0.055502800744741,51.40383031035568
Feature,46804,Wandsworth,A214,PU,526930,174000,Point,-0.1746974960489,51.45071168953323
Feature,46805,Southwark,A215,PU,532440,175000,Point,-0.095072454005157,51.45843748589429
Feature,46806,Croydon,A215,PU,533540,169000,Point,-0.081509074075593,51.40425903259028
Feature,46807,Hammersmith and Fulham,A217,PU,525760,176000,Point,-0.190815725607406,51.46894700191524
Feature,46811,Wandsworth,A218,PU,525400,174500,Point,-0.196527551127351,51.455545959758894
Feature,46812,Hammersmith and Fulham,A219,PU,523560,178000,Point,-0.221773997637055,51.48740597845463
Feature,46813,Wandsworth,A219,PU,523660,174000,Point,-0.22173293397011,51.451434702683606
Feature,46815,Bexley,A222,PU,548000,173200,Point,0.127987772650982,51.438412397038036
Feature,46816,Bromley,A222,PU,545000,170560,Point,0.083775653344008,51.41546515489176
Feature,46817,Bromley,A222,PU,535750,168080,Point,-0.050107343984158,51.39546712255375
Feature,46818,Croydon,A222,PU,532915,166000,Point,-0.091611612989164,51.377445264445115
Feature,46819,Bexley,A223,PU,549660,173960,Point,0.152174609046738,51.44480548690645
Feature,46832,Bromley,A232,PU,546500,165800,Point,0.103367786589737,51.372307680167545
Feature,46833,Croydon,A232,PU,536000,165800,Point,-0.047388517299864,51.37491785135937
Feature,46834,Sutton,A232,PU,525000,163850,Point,-0.206032211220351,51.3599188473911
Feature,46836,Bromley,A2015,PU,537030,169600,Point,-0.031133339601609,51.408819108026435
Feature,46838,Croydon,A236,PU,531000,166700,Point,-0.118853358799902,51.38418093187235
Feature,46839,Merton,A237,PU,528200,168000,Point,-0.158599485651306,51.396503116139726
Feature,46840,Merton,A238,PU,524000,169480,Point,-0.218423451180504,51.41073735212318
Feature,46841,Merton,A239,PU,527600,168400,Point,-0.167075694024741,51.40023315693558
Feature,46845,Hounslow,A244,PU,510960,174000,Point,-0.404426664326296,51.4540638382441
Feature,46897,Merton,A297,PU,526000,168500,Point,-0.190028807797035,51.401489262874875
Feature,46907,Richmond upon Thames,A305,PU,517600,174400,Point,-0.3087717206926,51.45631985033809
Feature,46908,Richmond upon Thames,A305,PU,515000,172970,Point,-0.346641414561082,51.444000726322024
Feature,46909,Richmond upon Thames,A307,PU,518620,176000,Point,-0.293561265109356,51.470487569582694
Feature,46910,Kingston upon Thames,A308,PU,518000,169560,Point,-0.304628597941482,51.412735701051496
Feature,46913,Kingston upon Thames,A308,PU,520000,170800,Point,-0.275464081106869,51.42346104472596
Feature,46918,Richmond upon Thames,A309,PU,515870,170700,Point,-0.334870504493982,51.42342091078061
Feature,46920,Harrow,A312,PU,514700,187000,Point,-0.346396776124615,51.57016175669045
Feature,46922,Hounslow,A312,PU,512000,172600,Point,-0.389907627973982,51.44127579036589
Feature,46923,Richmond upon Thames,A313,PU,515000,171130,Point,-0.347238483468075,51.42746280097051
Feature,46924,Hounslow,A314,PU,512000,172400,Point,-0.38997084957197,51.43947815275041
Feature,46927,Hounslow,A315,PU,517000,177100,Point,-0.316510536298569,51.48071116781893
Feature,46929,Richmond upon Thames,A316,PU,517330,175000,Point,-0.312457150128066,51.461768512106005
Feature,47081,Camden,A400,PU,529060,184100,Point,-0.140369755420753,51.54099853832354
Feature,47086,Brent,A404,PU,516530,186200,Point,-0.320268735063887,51.56259668501399
Feature,47087,Brent,A404,PU,518700,185250,Point,-0.289298145402487,51.553606354193384
Feature,47088,Westminster,A404,PU,525000,182070,Point,-0.199603232548552,51.52366767158375
Feature,47094,Enfield,A406,PU,532986,192466,Point,-0.08062519071554,51.61526884151777
Feature,47096,Brent,A407,PU,523000,184650,Point,-0.227516546470053,51.54729365290786
Feature,47097,Harrow,A409,PU,515430,194000,Point,-0.333566465301449,51.632926749027014
Feature,47099,Harrow,A404,PU,512000,190600,Point,-0.384190771359604,51.60306067584981
Feature,47244,Islington,A501,PU,532740,182580,Point,-0.087908234555488,51.5264861328933
Feature,47245,Camden,A501,PU,529004,182226,Point,-0.141862831815013,51.52416994596858
Feature,47246,Waltham Forest,A503,PU,538360,190000,Point,-0.004027602854922,51.591815098312956
Feature,47247,Hackney,A503,PU,532500,187730,Point,-0.089427577864248,51.572823311141526
Feature,47249,Camden,A503,PU,529500,184600,Point,-0.13384473447211,51.545391239622916
Feature,47250,Haringey,A504,PU,532000,189260,Point,-0.096063652014008,51.586689945908496
Feature,47251,Barnet,A504,PU,525680,190000,Point,-0.186974212040761,51.594784260412894
Feature,47269,Camden,A5202,PU,529390,184000,Point,-0.135650607934091,51.54002436047641
Feature,47351,Barnet,A598,PU,526300,192100,Point,-0.177272415346455,51.61351827527999
Feature,47500,Barnet,A1000,PU,524500,196700,Point,-0.201621095329222,51.65525917077894
Feature,47501,Barnet,A1000,PU,526930,190000,Point,-0.168937878475838,51.594504222343694
Feature,47502,Enfield,A1003,PU,529120,193000,Point,-0.136234968602854,51.62096709357057
Feature,47505,Waltham Forest,A1009,PU,539920,192000,Point,0.019275049679083,51.60940193650063
Feature,47506,Enfield,A1010,PU,535000,194900,Point,-0.05061642091476,51.63666235011051
Feature,47519,Waltham Forest,A1037,PU,536740,193000,Point,-0.026230118214093,51.61916876708809
Feature,47555,Barking and Dagenham,A1112,PU,548570,188000,Point,0.142412627205803,51.571246760118534
Feature,47579,Haringey,A1201,PU,530000,188560,Point,-0.125174787560536,51.58086385174941
Feature,47580,Tower Hamlets,A1202,PU,534110,180940,Point,-0.06879476931842,51.51142481809873
Feature,47596,Bromley,A2015,PU,537450,169600,Point,-0.025098258114759,51.408717539417076
Feature,47597,Bexley,A2018,PU,550000,173040,Point,0.156673878977532,51.4364490688684
Feature,47604,Southwark,A2208,PU,535400,178700,Point,-0.051075639404264,51.49098776544297
Feature,47605,Lewisham,A2212,PU,540000,174000,Point,0.013280091729626,51.447633527579875
Feature,47606,Southwark,A2214,PU,533390,175000,Point,-0.08140641011421,51.45821459778746
Feature,47607,Lambeth,A2217,PU,532000,175870,Point,-0.101077483413846,51.46635866480697
Feature,47609,Richmond upon Thames,A3004,PU,516922,173981,Point,-0.318664141219563,51.45269426172177
Feature,47610,Ealing,A3005,PU,512617,179800,Point,-0.378740892548103,51.50586782496414
Feature,47611,Hounslow,A3006,PU,512000,176200,Point,-0.388768519067382,51.47363316305088
Feature,47625,Hillingdon,A3044,PU,504800,175080,Point,-0.492730129894157,51.46494426212835
Feature,47639,Hounslow,A3063,PU,512740,175600,Point,-0.378309406785261,51.46809346215051
Feature,47656,Southwark,A3200,PU,532000,180230,Point,-0.099448717952969,51.50554078213922
Feature,47658,Wandsworth,A3205,PU,530000,177855,Point,-0.129123886293371,51.4846602537327
Feature,47659,Wandsworth,A217,PU,526000,175200,Point,-0.187647179955152,51.46170389503243
Feature,47660,Wandsworth,A3209,PU,525000,175100,Point,-0.202069780645349,51.46102671881134
Feature,47661,Westminster,A3211,PU,530340,180000,Point,-0.123438356834894,51.50385881594947
Feature,47662,Kensington and Chelsea,A3212,PU,528000,177780,Point,-0.157939298345876,51.48444206818914
Feature,47664,Kensington and Chelsea,A3216,PU,528230,178250,Point,-0.154458094109651,51.48861389807148
Feature,47665,Westminster,A3217,PU,528600,179260,Point,-0.148764081130322,51.49760677219309
Feature,47666,Hammersmith and Fulham,A3219,PU,525000,177240,Point,-0.201313423269839,51.48025945926665
Feature,47667,Kensington and Chelsea,A3220,PU,524000,179770,Point,-0.214818518417239,51.50321724822167
Feature,47669,Wandsworth,A3220,PU,527670,176000,Point,-0.163332143594367,51.468519634334534
Feature,47671,Ealing,A4000,PU,520600,181507,Point,-0.263187442407203,51.51956368223271
Feature,47672,Brent,A4005,PU,517000,185000,Point,-0.313890296518117,51.55171426301796
Feature,47708,Ealing,A4127,PU,514270,180050,Point,-0.354852801200223,51.50778326717693
Feature,47713,Harrow,A4140,PU,518200,190000,Point,-0.294909597769036,51.596402119611746
Feature,47727,Camden,A4201,PU,528800,183800,Point,-0.144226519984881,51.53836182379256
Feature,47729,Westminster,A4207,PU,525000,181660,Point,-0.199748570335453,51.51998293063904
Feature,47730,Westminster,A4209,PU,527000,181280,Point,-0.171074498100271,51.51612206883938
Feature,47761,Barnet,A5100,PU,521200,192030,Point,-0.250917730749401,51.61400937169925
Feature,47766,Barnet,A5109,PU,520700,192600,Point,-0.25793947127771,51.6192394763245
Feature,47784,Camden,A5200,PU,530000,184700,Point,-0.126601277769784,51.54617504636997
Feature,47785,Camden,A5200,PU,531070,181800,Point,-0.112257774846452,51.519866267446965
Feature,47786,Islington,A5201,PU,532400,182400,Point,-0.092874150635196,51.52494829727663
Feature,47788,Westminster,A5205,PU,527001,182750,Point,-0.170530631258683,51.52933277531237
Feature,47874,Westminster,A400,PU,530000,180670,Point,-0.128087549086298,51.50995824534467
Feature,47892,Hounslow,M4,TM,518600,178300,Point,-0.293077363832923,51.49116343878924
Feature,47942,Greenwich,A2016,PU,545000,179400,Point,0.087396957216024,51.4948992414038
Feature,47943,Greenwich,A206,PU,544001,178925,Point,0.072822306674748,51.49088615648145
Feature,47944,Barking and Dagenham,A124,PU,548000,185870,Point,0.133297733393823,51.552257847369006
Feature,48004,Enfield,A1110,PU,529000,192470,Point,-0.138162396176292,51.61623163095404
Feature,48009,Westminster,A3214,PU,528900,179200,Point,-0.144466540101416,51.49699928173679
Feature,48010,Westminster,A5204,PU,528500,181330,Point,-0.149450211776253,51.5162324743885
Feature,48129,Hackney,A106,PU,536805,185028,Point,-0.028395753826001,51.547515122406516
Feature,48131,Croydon,A232,PU,533493,165498,Point,-0.083500028325517,51.37279837329864
Feature,48146,Hammersmith and Fulham,A306,PU,523278,178510,Point,-0.225655582273122,51.49205102412007
Feature,48147,Kensington and Chelsea,A3220,PU,526160,177477,Point,-0.184532923441023,51.482132085024844
Feature,48153,Barnet,A5000,PU,524969,190529,Point,-0.197045114929846,51.59969645649687
Feature,48159,Camden,A400,PU,530000,181561,Point,-0.127759213956546,51.51796550550527
Feature,48161,Tower Hamlets,A1202,PU,533640,182000,Point,-0.075162057975839,51.52106183584521
Feature,48249,Southwark,A302,PU,531385,179344,Point,-0.108634657142812,51.497721732074105
Feature,48251,Westminster,A501,PU,527270,181770,Point,-0.167008558028098,51.52046499099115
Feature,48347,Kingston upon Thames,A308,PU,518289,169442,Point,-0.300514225131731,51.411614969146086
Feature,48350,Southwark,A2199,PU,533000,171806,Point,-0.088215980133536,51.42960269911083
Feature,48352,Camden,A400,PU,529350,183600,Point,-0.136373934761116,51.53643878964458
Feature,48417,Brent,A404,PU,521550,183500,Point,-0.248814595481159,51.53727211221421
Feature,48418,Hackney,A10,PU,533700,186680,Point,-0.072521185768275,51.563104452096844
Feature,48419,Greenwich,A2016,PU,544680,179000,Point,0.082626601682936,51.49138687918202
Feature,48422,Lambeth,A214,PU,529990,171440,Point,-0.131623678631415,51.42701141676785
Feature,48424,Southwark,A2208,PU,535730,178770,Point,-0.046298313438515,51.49153775525927
Feature,48426,Wandsworth,A3036,PU,526420,174920,Point,-0.181704607236827,51.45909390723822
Feature,48427,Waltham Forest,A106,PU,538400,186300,Point,-0.004907268428917,51.55855680867738
Feature,48445,Barking and Dagenham,A123,PU,544400,184650,Point,0.080909359099136,51.54222757943182
Feature,48449,Islington,A201,PU,530800,182820,Point,-0.115768685727077,51.52909528843921
Feature,48517,Westminster,A4,PU,530070,180460,Point,-0.127156821811201,51.508054914710804
Feature,48519,Redbridge,A113,PU,541520,191000,Point,0.041962833645766,51.60001658024632
Feature,48540,Hackney,A1200,PU,532840,183000,Point,-0.086309273274879,51.53023700236795
Feature,48543,Hackney,A501,PU,532467,182779,Point,-0.091766509035707,51.528338525606145
Feature,48544,Kensington and Chelsea,A3218,PU,525678,178258,Point,-0.191192878411537,51.4892583006404
Feature,48546,Lambeth,A216,PU,529970,171590,Point,-0.131856206880288,51.42836404697329
Feature,48547,Lambeth,A203,PU,530513,178002,Point,-0.121685530131636,51.48586325722836
Feature,48548,Merton,A24,PU,525754,168631,Point,-0.193517019350775,51.40272115109661
Feature,48549,Southwark,A200,PU,532856,180305,Point,-0.087093930485738,51.506014345457594
Feature,48550,Southwark,A212,PU,533780,171000,Point,-0.077306638861079,51.422175953303224
Feature,48551,Sutton,A232,PU,524424,163642,Point,-0.214373670491341,51.3581758016787
Feature,48552,Westminster,A3211,PU,531000,180790,Point,-0.113641198642261,51.51080587911772
Feature,48553,Westminster,A302,PU,530239,179670,Point,-0.125014499227896,51.50091642910145
Feature,48556,Barking and Dagenham,A118,PU,548740,188160,Point,0.144931520220562,51.572639607279314
Feature,48557,Lewisham,A2,PU,535755,176935,Point,-0.046643330228929,51.47504163461491
Feature,48572,Hounslow,A316,PU,521001,177219,Point,-0.258880185638655,51.48093963462017
Feature,48573,Haringey,A105,PU,530830,191000,Point,-0.112293753945994,51.60259931524444
Feature,48574,City of London,A501,PU,532750,181670,Point,-0.088106767056962,51.51830597477058
Feature,48575,Merton,A237,PU,528200,167552,Point,-0.158761170945055,51.39247686631366
Feature,48577,Westminster,A301,PU,530650,180750,Point,-0.11869673653039,51.51052738394262
Feature,48578,Westminster,A302,PU,530393,179673,Point,-0.122795944439469,51.50090791133246
Feature,48579,Southwark,A3200,PU,531527,180392,Point,-0.106199692608167,51.507106829579655
Feature,48580,Kingston upon Thames,A3,PR,518000,165415,Point,-0.306005432653835,51.375480954495984
Feature,48610,Newham,A13,PU,543000,182214,Point,0.059746299342098,51.52069440780592
Feature,48611,Redbridge,A406,PU,542050,187900,Point,0.048356634010295,51.57202739674494
Feature,48613,Westminster,A4,PU,530840,181050,Point,-0.115849108995398,51.5131794825373
Feature,48643,Greenwich,A2213,PU,540659,176582,Point,0.023783443426381,51.470672461243176
Feature,48644,Greenwich,A2,PU,540963,176434,Point,0.028098464413776,51.46926692851148
