type,properties/cp,properties/la_name,properties/road,properties/rcat,properties/easting,properties/northing,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,28406,Newham,A11,PU,538670,184500,Point,-0.001723953492724,51.54231557245878
Feature,28407,Redbridge,A104,PU,540000,191800,Point,0.020349808810499,51.607584887683906
Feature,28411,Wandsworth,A205,PU,528170,175120,Point,-0.15645640422393,51.460498095213154
Feature,28474,Redbridge,A1008,PU,540325,188000,Point,0.023521773864105,51.573357654087324
Feature,28477,Westminster,A4,PU,529730,180540,Point,-0.132023860938628,51.50885196137284
Feature,28496,Brent,A404,PU,521350,183710,Point,-0.251624559100984,51.539202461310744
Feature,28497,Barnet,A5,PU,521330,188930,Point,-0.250112522316318,51.58612077562191
Feature,28498,Camden,A503,PU,528950,183920,Point,-0.142020947659547,51.53940602672602
Feature,28499,Croydon,A212,PU,533004,164742,Point,-0.090804000542552,51.366118979493
Feature,28502,Haringey,A10,PU,533685,188957,Point,-0.071871623166342,51.583570135442145
Feature,28504,Islington,A501,PU,530770,183050,Point,-0.116115583487152,51.53116918148279
Feature,28505,Kensington and Chelsea,A4,PU,525223,178765,Point,-0.197563293735437,51.49391568073103
Feature,28509,Southwark,A100,PU,533342,179336,Point,-0.080461402506387,51.497191957910076
Feature,28510,Southwark,A200,PU,533653,179808,Point,-0.075805126350848,51.501360233959645
Feature,28513,Westminster,A302,PU,529060,179150,Point,-0.142181144989948,51.49651345823962
Feature,28515,Bexley,A221,PU,547370,174240,Point,0.119362836671769,51.44792152755707
Feature,28516,Greenwich,A2209,PU,537370,177570,Point,-0.023156644340285,51.480358411523575
Feature,28517,Lewisham,A2,PU,536590,177030,Point,-0.034590870295966,51.47569451288265
Feature,28521,Tower Hamlets,A100,PU,533740,180500,Point,-0.074290236865681,51.507558370184626
Feature,28523,Richmond upon Thames,A314,PU,513003,174076,Point,-0.375011325647578,51.45434320181532
Feature,28532,Haringey,A105,PU,531730,189000,Point,-0.100056133758285,51.58441657234441
Feature,28534,Richmond upon Thames,A307,PU,517870,172000,Point,-0.305686074717272,51.43469303347431
Feature,28544,Lambeth,A3,PU,529455,175278,Point,-0.137912035239638,51.46162583769598
Feature,28554,Richmond upon Thames,A311,PU,514110,169590,Point,-0.360530072405403,51.413800903761995
Feature,28672,Newham,A406,PU,543450,185670,Point,0.067635083107959,51.55163509354625
Feature,28673,Redbridge,A1400,PU,541885,190000,Point,0.04682526610234,51.59093905992872
Feature,28674,Wandsworth,A3,PU,525770,174900,Point,-0.191062859055967,51.45905884068099
Feature,28690,Havering,A125,PU,551000,188559,Point,0.177689917908596,51.575624300407675
Feature,28736,Croydon,A23,PU,531150,161650,Point,-0.118560003842112,51.33876193633374
Feature,28745,City of London,A10,PU,532950,180910,Point,-0.08551236606729,51.5114291563951
Feature,28758,Camden,A5200,PU,529850,184770,Point,-0.128737463185664,51.54683862941396
Feature,28766,Croydon,A212,PU,532390,166000,Point,-0.099150625086059,51.37756784315089
Feature,28767,Kingston upon Thames,A308,PU,518233,169633,Point,-0.301255439048855,51.413343314482276
Feature,28768,Harrow,A312,PU,514023,186080,Point,-0.356459147780587,51.56203013953792
Feature,28773,Newham,A112,PU,538560,185340,Point,-0.002978622827309,51.549890903080005
Feature,28795,Enfield,A1055,PU,535150,191980,Point,-0.049575991287738,51.61038653150498
Feature,28796,Lambeth,A215,PU,531879,171685,Point,-0.10437693359531,51.42877709250369
Feature,28861,Bromley,A21,PU,539830,169970,Point,0.009245649008034,51.41146103181497
Feature,28874,Hillingdon,A4020,PU,511478,180722,Point,-0.394854217188711,51.514380492586895
Feature,28876,Newham,A117,PU,543500,181240,Point,0.066551841926991,51.511815552687786
Feature,28878,Tower Hamlets,A1206,PU,537240,178900,Point,-0.024510972458918,51.49234175354136
Feature,28884,Enfield,A110,PU,532500,196470,Point,-0.086126255441399,51.65136501114872
Feature,29009,City of London,A40,PU,532030,181448,Point,-0.098560940491169,51.51647955310794
Feature,29030,Lewisham,A21,PU,538120,175030,Point,-0.013354835171641,51.45735074374814
Feature,29037,Tower Hamlets,A1203,PU,534836,180756,Point,-0.058409382859925,51.50959865197144
Feature,36000,Barnet,M1,TM,522300,190660,Point,-0.235515986109476,51.60145918293698
Feature,36013,Hillingdon,M4,TM,507470,177800,Point,-0.453481505919506,51.48889246974192
Feature,36076,Islington,A1,PU,531520,183400,Point,-0.105178647185985,51.534140448673234
Feature,36077,Islington,A1,PU,530000,186500,Point,-0.125936430485201,51.56235120242449
Feature,36079,Barnet,A1,PR,521110,196000,Point,-0.250844784446214,51.64970813042344
Feature,36109,Lambeth,A3,PU,531300,177800,Point,-0.110432369859954,51.48386589650597
Feature,36110,Wandsworth,A3,PU,527600,175150,Point,-0.164645952942253,51.46089638779293
Feature,36111,Wandsworth,A3,PU,525800,174630,Point,-0.190727236263823,51.4566256283466
Feature,36112,Wandsworth,A3,PU,524000,174000,Point,-0.216842308206074,51.451360405595814
Feature,36113,Kingston upon Thames,A3,PU,521000,167300,Point,-0.26228139734704,51.391791840200504
Feature,36119,Hammersmith and Fulham,A4,PU,524000,178400,Point,-0.215299584678826,51.49090466528704
Feature,36120,Hounslow,A4,PU,518000,178300,Point,-0.301715756487815,51.49128887048026
Feature,36121,Hillingdon,A4,PU,510000,177000,Point,-0.417304838391767,51.48121581033291
Feature,36148,Harrow,A5,PU,519400,191400,Point,-0.277116844974889,51.60873164461264
Feature,36150,Westminster,A5,PU,527700,181040,Point,-0.161078491644307,51.51380751353978
Feature,36186,Hackney,A10,PU,533680,188000,Point,-0.072307759614696,51.57497130448784
Feature,36201,Waltham Forest,A11,PU,539140,186000,Point,0.005642036743848,51.55567907770338
Feature,36213,Redbridge,A12,PU,545000,188330,Point,0.091072005259014,51.57514076057921
Feature,36218,Tower Hamlets,A13,PU,537000,181040,Point,-0.027135386977541,51.51163062555778
Feature,36245,Lewisham,A20,PU,538100,175800,Point,-0.013342010471324,51.464275070981785
Feature,36255,Lewisham,A21,PU,538300,171760,Point,-0.012042363416958,51.42792157287946
Feature,36269,Lambeth,A23,PU,531050,175500,Point,-0.114883175016089,51.46325415698639
Feature,36271,Croydon,A23,PU,531170,164000,Point,-0.11740750941004,51.359876836838424
Feature,36277,Lambeth,A24,PU,529200,175000,Point,-0.14168216384502,51.45918567740459
Feature,36278,Merton,A238,PU,526000,170080,Point,-0.189467913926718,51.415689194570746
Feature,36309,Hillingdon,A30,PU,510000,175530,Point,-0.417762114600657,51.468003073969456
Feature,36435,Westminster,A40,PU,528150,181050,Point,-0.154593358131406,51.513795569445286
Feature,36436,Westminster,A402,PU,525962,180603,Point,-0.186267859650362,51.510270007665895
Feature,36437,Ealing,A40,PU,520900,181119,Point,-0.258998645931252,51.516012465053635
Feature,36438,Ealing,A40,PU,512100,184173,Point,-0.384796631812652,51.54527521298264
Feature,36469,Barnet,A41,PU,519450,192800,Point,-0.275918343197681,51.62130340669894
Feature,36470,Barnet,A41,PU,525000,186050,Point,-0.198190785800392,51.559436483950066
Feature,36497,Bexley,A2,PU,548451,174316,Point,0.134939572363238,51.44832228166147
Feature,36660,Greenwich,A2203,PU,539550,178700,Point,0.00866300827562,51.48997952433426
Feature,36661,Haringey,A103,PU,530000,188100,Point,-0.125344933763864,51.576729964976465
Feature,36662,Waltham Forest,A104,PU,539000,189070,Point,0.004837447954313,51.58330069663435
Feature,36663,Hackney,A104,PU,534730,185500,Point,-0.058122326611343,51.552255577954085
Feature,36664,Islington,A104,PU,532000,184000,Point,-0.098037389371652,51.53942049004471
Feature,36666,Islington,A105,PU,532710,184985,Point,-0.087434488691513,51.5481059041903
Feature,36667,Hackney,A106,PU,535000,183720,Point,-0.054912737499812,51.5361953052749
Feature,36668,Hackney,A107,PU,534550,187000,Point,-0.060143370948213,51.56577810385956
Feature,36669,Hackney,A107,PU,534950,184500,Point,-0.055334391231751,51.54321664734947
Feature,36670,Haringey,A105,PU,530960,190500,Point,-0.110604258484588,51.598075823274414
Feature,36672,Enfield,A111,PU,532000,193050,Point,-0.094638167496304,51.620748845521334
Feature,36674,Waltham Forest,A112,PU,537600,194700,Point,-0.013148179991275,51.63423561407135
Feature,36675,Waltham Forest,A112,PU,538000,188000,Point,-0.010006729053679,51.57393114408605
Feature,36676,Newham,A112,PU,540000,183360,Point,0.016989518147824,51.5317434158655
Feature,36678,Redbridge,A113,PU,541050,190000,Point,0.03477950040769,51.59114856555531
Feature,36679,Redbridge,A114,PU,540500,186200,Point,0.025326354390734,51.557139437011834
Feature,36680,Redbridge,A116,PU,541000,186850,Point,0.032794559530124,51.56285560283893
Feature,36681,Newham,A117,PU,542180,185000,Point,0.049059366761202,51.54593583159231
Feature,36692,Redbridge,A123,PU,544100,185000,Point,0.076729488152437,51.545449183427365
Feature,36693,Barking and Dagenham,A124,PU,545000,184870,Point,0.089646059163367,51.54405069483991
Feature,36792,Southwark,A200,PU,534100,179500,Point,-0.06948588986126,51.49848658395717
Feature,36793,Islington,A201,PU,530940,182545,Point,-0.113853744100362,51.52659151510741
Feature,36795,Southwark,A202,PU,534300,176780,Point,-0.067640175058494,51.47399572351352
Feature,36796,Westminster,A202,PU,529080,179000,Point,-0.141948016137902,51.4951608569438
Feature,36797,Lambeth,A204,PU,531050,175000,Point,-0.115068348746925,51.45876073751428
Feature,36798,Greenwich,A205,PU,543200,179000,Point,0.061322934511232,51.49176337497936
Feature,36799,Lewisham,A205,PU,540400,173972,Point,0.019021404214415,51.44728295986559
Feature,36801,Wandsworth,A205,PU,523000,175320,Point,-0.230767838901307,51.4634417459297
Feature,36803,Greenwich,A206,PU,543700,179000,Point,0.068520171052729,51.49163661303359
Feature,36804,Greenwich,A206,PU,538000,177270,Point,-0.014207042911533,51.47750929204741
Feature,36805,Bexley,A207,PU,550000,175030,Point,0.157516724818454,51.45432992660221
Feature,36807,Greenwich,A209,PU,546030,178000,Point,0.101645289155742,51.4820544665797
Feature,36808,Greenwich,A210,PU,543000,174430,Point,0.056596044929917,51.45074843454651
Feature,36809,Bexley,A211,PU,546300,171800,Point,0.102968428558939,51.426273708018144
Feature,36810,Lewisham,A212,PU,535000,171670,Point,-0.059515584215213,51.42790793871239
Feature,36811,Croydon,A212,PU,532365,166395,Point,-0.099362564124792,51.381123487431566
Feature,36813,Croydon,A213,PU,532500,167000,Point,-0.097198269594458,51.38652906958553
Feature,36814,Bromley,A214,PU,536300,168000,Point,-0.042237177508924,51.39461643210293
Feature,36815,Lambeth,A214,PU,531000,171080,Point,-0.117237182394964,51.42354374197233
Feature,36816,Southwark,A215,PU,532530,176600,Point,-0.093178358838532,51.472795190651304
Feature,36817,Croydon,A215,PU,532800,170020,Point,-0.091760000346876,51.41359918560203
Feature,36819,Sutton,A217,PU,525050,165454,Point,-0.204750668984804,51.37432370236728
Feature,36822,Hammersmith and Fulham,A219,PU,523360,179800,Point,-0.224024370579948,51.50362680988857
Feature,36823,Wandsworth,A219,PU,524200,175700,Point,-0.213368883991409,51.46659508207035
Feature,36825,Bexley,A2001,PU,546300,171520,Point,0.102852898940949,51.423757711053256
Feature,36826,Bromley,A222,PU,537050,169360,Point,-0.030938623918653,51.40665752400997
Feature,36827,Croydon,A222,PU,532200,166640,Point,-0.101641045045423,51.383363698051355
Feature,36829,Bromley,A223,PU,545847,164986,Point,0.093659107583845,51.36516118517353
Feature,36831,Bromley,A224,PU,547037,165000,Point,0.110746605767565,51.364980382653556
Feature,36844,Bromley,A234,PU,535000,170580,Point,-0.059930526816845,51.41811253616496
Feature,36846,Merton,A236,PU,528130,168300,Point,-0.15949690704837,51.39921506668291
Feature,36847,Croydon,A237,PU,529800,160000,Point,-0.13853087350576,51.32424272652715
Feature,36848,Merton,A239,PU,528000,168050,Point,-0.161454767729764,51.39699759873822
Feature,36916,Southwark,A300,PU,532260,180000,Point,-0.095790837809465,51.50341310511267
Feature,36925,Kensington and Chelsea,A304,PU,526000,177500,Point,-0.186827699887633,51.48237442788626
Feature,36928,Wandsworth,A306,PU,522100,175000,Point,-0.243827594783977,51.46076047119563
Feature,36930,Kingston upon Thames,A307,PU,517700,168000,Point,-0.309457628729603,51.39877691725855
Feature,36939,Hounslow,A310,PU,515980,175000,Point,-0.331881325315052,51.46204651641865
Feature,36940,Richmond upon Thames,A310,PU,517300,170000,Point,-0.314544075872031,51.41683549833177
Feature,36942,Ealing,A312,PU,512000,183455,Point,-0.386466433490338,51.53884165620466
Feature,36943,Hounslow,A312,PU,510200,174940,Point,-0.415067710115302,51.462661122531685
Feature,36945,Hounslow,A315,PU,514000,175670,Point,-0.36015478552013,51.46847040921979
Feature,36946,Kensington and Chelsea,A315,PU,525000,179270,Point,-0.200595168834138,51.4985035348744
Feature,36947,Hounslow,A315,PU,521700,178600,Point,-0.24834331603561,51.493201480598756
Feature,36948,Hounslow,A315,PU,518800,178000,Point,-0.290298794039923,51.48842518942627
Feature,36951,Hounslow,A316,PU,521500,178300,Point,-0.251326021088081,51.490548220161024
Feature,37100,Camden,A400,PU,529140,183500,Point,-0.139436758799127,51.535588147159444
Feature,37101,Camden,A400,PU,529430,182000,Point,-0.135808643596948,51.522041524350826
Feature,37102,Islington,A401,PU,531500,183000,Point,-0.105616094444511,51.530550431944384
Feature,37103,Hammersmith and Fulham,A402,PU,523000,179600,Point,-0.22927830779511,51.50190774052615
Feature,37106,Hillingdon,A404,PU,508000,191930,Point,-0.441515880487542,51.61579553674119
Feature,37107,Hillingdon,A404,PU,510000,190600,Point,-0.41305769043295,51.6034545334103
Feature,37108,Harrow,A404,PU,516000,187920,Point,-0.327343993165372,51.5781647095133
Feature,37109,Brent,A404,PU,517400,185000,Point,-0.30812369838049,51.5516312414211
Feature,37110,Brent,A404,PU,522000,183200,Point,-0.242433324739492,51.53447890682141
Feature,37112,Hounslow,A406,PU,519340,179050,Point,-0.282170016871056,51.49774857413624
Feature,37113,Brent,A406,PU,520200,184500,Point,-0.267928988431649,51.54654842791534
Feature,37114,Barnet,A406,PU,524130,189000,Point,-0.209693083092062,51.586140545017614
Feature,37116,Waltham Forest,A406,PU,539000,190670,Point,0.005470678303698,51.59767829475875
Feature,37118,Hillingdon,A408,PU,507400,178740,Point,-0.454203548747471,51.49735483968997
Feature,37120,Harrow,A410,PU,515000,191500,Point,-0.340596703709542,51.61054552562931
Feature,37121,Barnet,A411,PU,524000,196420,Point,-0.208944581699925,51.65285323694713
Feature,37193,Hillingdon,A437,PU,508890,180000,Point,-0.432358549871614,51.508395275296095
Feature,37264,Camden,A502,PU,527450,185000,Point,-0.163247251424981,51.549452362341476
Feature,37266,Islington,A503,PU,531000,186460,Point,-0.111532999734282,51.56176052789357
Feature,37267,Islington,A503,PU,530500,185730,Point,-0.119012819361065,51.555316054385464
Feature,37268,Camden,A503,PU,529000,183970,Point,-0.141282072431408,51.53984395341442
Feature,37270,Barnet,A504,PU,523000,189400,Point,-0.225855228025321,51.58998301057352
Feature,37383,Barnet,A598,PU,524870,190000,Point,-0.198661911364921,51.59496424597009
Feature,37540,Enfield,A1005,PR,527300,200000,Point,-0.159964509423883,51.68428882950315
Feature,37541,Waltham Forest,A1006,PU,537320,187000,Point,-0.020203636207593,51.565110896585075
Feature,37542,Enfield,A1010,PU,536040,199900,Point,-0.033653179067503,51.68134252803455
Feature,37543,Newham,A1011,PU,539600,181230,Point,0.010383188973429,51.51270205021452
Feature,37619,Tower Hamlets,A1209,PU,534000,182520,Point,-0.069778660423809,51.52564959131872
Feature,37636,Bromley,A2015,PU,537470,170000,Point,-0.024655925992773,51.41230727080319
Feature,37637,Croydon,A2022,PU,535000,162220,Point,-0.063105258286809,51.34298386707772
Feature,37646,Southwark,A2208,PU,535000,178490,Point,-0.056914016517527,51.48919617562824
Feature,37647,Greenwich,A2211,PU,538000,176900,Point,-0.014351465200013,51.47418436777854
Feature,37648,Southwark,A2214,PU,535000,175870,Point,-0.057914532507997,51.46565151514497
Feature,37649,Southwark,A2216,PU,533830,175000,Point,-0.075076933590124,51.45811082597064
Feature,37651,Ealing,A3002,PU,515242,180000,Point,-0.340869528467892,51.50713665018505
Feature,37653,Hounslow,A3005,PU,513500,176000,Point,-0.367244221114615,51.471536885477725
Feature,37662,Lambeth,A3200,PU,531340,180340,Point,-0.108912000251076,51.50668297921026
Feature,37663,Lambeth,A3036,PU,530300,177950,Point,-0.124770684918609,51.48544501935057
Feature,37699,Southwark,A3,PU,532680,180190,Point,-0.089671618989646,51.505022199392265
Feature,37701,Wandsworth,A3205,PU,527300,176300,Point,-0.168548156252914,51.4712990551397
Feature,37702,Wandsworth,A3,PU,525300,174700,Point,-0.197895284373777,51.45736553653321
Feature,37704,Westminster,A3212,PU,530200,178600,Point,-0.12597055889892,51.49130948792273
Feature,37706,Westminster,A202,PU,529050,179270,Point,-0.142281268586902,51.49759417018752
Feature,37707,Kensington and Chelsea,A3217,PU,526500,177500,Point,-0.179630882858255,51.4822629084057
Feature,37708,Hammersmith and Fulham,A3218,PU,524995,177850,Point,-0.201169646766566,51.48574278019592
Feature,37709,Kensington and Chelsea,A3220,PU,525000,178670,Point,-0.2008075394261,51.49311120394998
Feature,37710,Wandsworth,A3220,PU,527470,176600,Point,-0.16599371075446,51.473956936914846
Feature,37713,Hillingdon,A4007,PU,505000,183860,Point,-0.487240588914675,51.54382635453244
Feature,37718,Ealing,A4020,PU,520000,180140,Point,-0.272296033460142,51.50740540323438
Feature,37719,Ealing,A4020,PU,515100,180118,Point,-0.34287622445545,51.508226135502596
Feature,37734,Brent,A4088,PU,522040,185000,Point,-0.241233206802718,51.55064748988196
Feature,37773,Camden,A4200,PU,530500,181600,Point,-0.120542598805043,51.51820078951404
Feature,37774,Westminster,A4201,PU,528970,181400,Point,-0.142654735606041,51.51675453544269
Feature,37775,Westminster,A4205,PU,527000,181500,Point,-0.170995285082857,51.518099217160675
Feature,37776,Westminster,A4206,PU,526000,181300,Point,-0.185471635343109,51.516525561877614
Feature,37824,Camden,A5200,PU,529500,185450,Point,-0.133532078098766,51.55303001893017
Feature,37825,Camden,A5200,PU,530470,182900,Point,-0.120493666905489,51.52989051698412
Feature,37827,Camden,A401,PU,530700,181850,Point,-0.11756906601936,51.52040127570941
Feature,37829,Islington,A5203,PU,530500,183200,Point,-0.119950336832923,51.5325796165196
Feature,37914,Westminster,A400,PU,529864,181203,Point,-0.129850020534246,51.514779478497495
Feature,37983,Haringey,A10,PU,533000,190800,Point,-0.081054612096273,51.60029413711443
Feature,38017,Wandsworth,A3031,PU,527550,177000,Point,-0.164698139102223,51.477533749057706
Feature,38022,Havering,M25,TM,557400,190260,Point,0.270734695178533,51.58915751621293
Feature,38147,Waltham Forest,A106,PU,537672,186002,Point,-0.015518899100733,51.556056953155334
Feature,38148,Hackney,A107,PU,534874,185000,Point,-0.056238177167963,51.54772800168914
Feature,38150,Lambeth,A2199,PU,532432,173628,Point,-0.095700756570492,51.44610953377273
Feature,38165,Kensington and Chelsea,A3220,PU,526000,177876,Point,-0.186693639851325,51.485753602785024
Feature,38167,Westminster,A41,PU,526997,182978,Point,-0.170506110368506,51.53138271367746
Feature,38175,Islington,A5203,PU,530379,185323,Point,-0.120907935023495,51.55168641298393
Feature,38177,Westminster,A4,PU,529470,180208,Point,-0.135890075451238,51.505927904993634
Feature,38179,Southwark,A2198,PU,533324,179393,Point,-0.080699035657462,51.49770843663668
Feature,38265,Lambeth,A3202,PU,531212,179395,Point,-0.111106541426897,51.49822020845302
Feature,38267,Hackney,A1202,PU,533124,182475,Point,-0.082415697794108,51.52545221916501
Feature,38269,City of London,A3,PU,532830,180640,Point,-0.087342248701536,51.50903097154588
Feature,38270,Tower Hamlets,A1210,PU,533840,180880,Point,-0.072706039194692,51.51094959909473
Feature,38363,Kingston upon Thames,A243,PU,518065,165000,Point,-0.305209727693222,51.37173747113889
Feature,38364,Kingston upon Thames,A2043,PU,520000,168630,Point,-0.276197936335758,51.4039577190257
Feature,38365,Bromley,A222,PU,539000,169500,Point,-0.002865402674756,51.407441382316634
Feature,38366,Ealing,A406,PU,518630,181600,Point,-0.291536312506521,51.520816368648354
Feature,38368,Camden,A4200,PU,529249,183314,Point,-0.137934288603378,51.53389166860278
Feature,38433,City of London,A1211,PU,533700,180900,Point,-0.074714706855722,51.5111624501758
Feature,38434,Hackney,A10,PU,533950,186110,Point,-0.069133651504003,51.557922901140316
Feature,38435,Hackney,A1207,PU,534000,184800,Point,-0.068911516054975,51.54613877675415
Feature,38437,Lewisham,A20,PU,536790,176800,Point,-0.031801793458819,51.47357935894137
Feature,38438,Lewisham,A205,PU,537800,173520,Point,-0.018545532008534,51.44385929335735
Feature,38439,Newham,A11,PU,539000,184650,Point,0.00309087834377,51.54358236873103
Feature,38440,Southwark,A200,PU,533600,179700,Point,-0.076609130316274,51.500402204205955
Feature,38441,Southwark,A200,PU,533300,179870,Point,-0.080864486144911,51.502000701227985
Feature,38442,Wandsworth,A3,PU,525830,174800,Point,-0.190235230558791,51.458146794731654
Feature,38444,Wandsworth,A3220,PU,527580,176600,Point,-0.164410716808589,51.47393216211535
Feature,38461,Lewisham,A205,PU,537710,173690,Point,-0.019773650228896,51.44540884825916
Feature,38463,Southwark,A200,PU,535665,178820,Point,-0.047214811285481,51.49200266506714
Feature,38466,Hammersmith and Fulham,A219,PU,523637,178443,Point,-0.220510509421578,51.49137054756385
Feature,38532,Croydon,A236,PU,532285,164747,Point,-0.101124459500358,51.3663317109242
Feature,38534,Westminster,A4,PU,529930,180400,Point,-0.129195094285378,51.50754788721491
Feature,38554,Brent,A404,PU,522219,183000,Point,-0.239346785094191,51.53263410661755
Feature,38555,Camden,A4201,PU,528650,183580,Point,-0.146468507316525,51.53641888987141
Feature,38560,Haringey,A103,PU,530100,188390,Point,-0.123795294384118,51.579313056318405
Feature,38561,Hounslow,A4,PU,519507,178247,Point,-0.280037041923237,51.490496277266935
Feature,38562,Islington,A400,PU,529180,186010,Point,-0.137939507550202,51.55813593802147
Feature,38563,Merton,A3,PU,522153,168000,Point,-0.245477003331045,51.39783631340598
Feature,38564,Lambeth,A216,PU,529697,171405,Point,-0.135848609314812,51.42676395119199
Feature,38565,Lambeth,A202,PU,530470,178027,Point,-0.122295252122539,51.48609784248189
Feature,38567,Southwark,A200,PU,533002,180251,Point,-0.085011836337863,51.50549475214153
Feature,38568,Southwark,A212,PU,533900,171320,Point,-0.075460947391513,51.42502338045554
Feature,38570,Wandsworth,A3,PU,527885,175185,Point,-0.160533089082402,51.46114666643648
Feature,38572,Kensington and Chelsea,A3216,PU,528030,178500,Point,-0.157246572495831,51.49090593334058
Feature,38573,Greenwich,A2016,PU,544906,179000,Point,0.085879688455091,51.49132904688549
Feature,38575,Lewisham,A20,PU,538300,175680,Point,-0.010511615364067,51.46314791669226
Feature,38579,Hounslow,A30,PU,507659,173231,Point,-0.452150860411457,51.447788498251995
Feature,38580,Croydon,A2022,PU,529278,161636,Point,-0.145425068976218,51.339064570642265
Feature,38590,Kensington and Chelsea,A315,PU,526002,179708,Point,-0.186011280166357,51.50221761612258
Feature,38592,Camden,A401,PU,531100,182130,Point,-0.11170294098812,51.52282493127867
Feature,38593,Bromley,A213,PU,535000,169475,Point,-0.06035094087608,51.40818231523266
Feature,38595,Camden,A5204,PU,529496,181746,Point,-0.134951136865355,51.519743747940005
Feature,38599,Hillingdon,A3044,PU,504642,176001,Point,-0.494731372646783,51.47325196443227
Feature,38600,Hounslow,A3002,PU,517003,178211,Point,-0.316099500402429,51.490695977591365
Feature,38629,Redbridge,A118,PU,543360,186265,Point,0.066580245396348,51.55700445115614
Feature,38630,Westminster,A41,PU,527143,182845,Point,-0.168450378017235,51.53015460960678
Feature,38631,Westminster,A4,PU,530668,181000,Point,-0.118344913911251,51.51276991941714
Feature,38647,Havering,A1251,PU,551469,189000,Point,0.184642886626701,51.57946094836879
Feature,38663,Greenwich,A205,PU,542200,175280,Point,0.045432112098369,51.45858784608358
Feature,38664,Greenwich,A2,PU,543000,175000,Point,0.056826298396416,51.45587041077862
Feature,38683,Redbridge,A12,PU,541100,188440,Point,0.034874307292106,51.57711814108102
Feature,38692,Croydon,A23,PU,531148,161740,Point,-0.118555576905506,51.339571231465264
Feature,38695,Southwark,A200,PU,535821,178728,Point,-0.04500448188014,51.49113848964801
Feature,38701,Islington,A501,PU,530422,183005,Point,-0.12114640180013,51.53084520781423
Feature,38702,City of London,A3211,PU,531780,180870,Point,-0.102377784810032,51.511343574977865
Feature,38722,Kingston upon Thames,A308,PU,518270,169580,Point,-0.300741307326763,51.41285924934866
Feature,38727,Bexley,A207,PU,551474,174742,Point,0.178592116289978,51.45135002564336
Feature,38745,Bexley,A207,PU,549240,175100,Point,0.146615962126011,51.45515960665065
Feature,38749,Enfield,A406,PU,534450,192360,Point,-0.05953348347039,51.61396879973064
Feature,38772,Greenwich,A2041,PU,547000,180660,Point,0.116711715896,51.50570486507353
Feature,38815,Bromley,A21,PU,541300,168000,Point,0.029584958654681,51.39339417417351
Feature,38830,Newham,A1020,PU,541670,180600,Point,0.039941078155889,51.506526041635226
Feature,38836,Bromley,A224,PU,546970,168000,Point,0.111025029782922,51.39195490725696
Feature,39028,Westminster,A202,PU,529881,178358,Point,-0.130651867226664,51.48920797459156
Feature,39035,Tower Hamlets,A1203,PU,536066,180909,Point,-0.040637060196214,51.51067894126172
Feature,46074,City of London,A1,PU,532140,181400,Point,-0.096994515670743,51.51602249341725
Feature,46076,Barnet,A1,PU,527000,188800,Point,-0.168361722158182,51.583704163443926
Feature,46077,Barnet,A1,PU,521840,192000,Point,-0.241689289134626,51.613601714987745
Feature,46095,Greenwich,A2,PU,537700,176800,Point,-0.018707317244392,51.47335877839072
Feature,46107,Southwark,A3,PU,531950,179000,Point,-0.100628421229713,51.49449880479669
Feature,46109,Wandsworth,A3,PU,526500,174820,Point,-0.180589445966955,51.4581773316292
Feature,46110,Wandsworth,A3,PU,525400,174700,Point,-0.19645669519343,51.457343411383285
Feature,46111,Wandsworth,A3,PU,522000,172700,Point,-0.246058792949372,51.4401107496851
Feature,46119,Westminster,A4,PU,530018,180495,Point,-0.127892793929879,51.50838141154677
Feature,46120,Westminster,A4,PU,528000,179760,Point,-0.157221748968453,51.502236341584926
Feature,46121,Hounslow,A4,PU,521800,178170,Point,-0.247051821362186,51.4893153600446
Feature,46122,Hounslow,A4,PU,513400,176770,Point,-0.368436445354735,51.47847770966105
Feature,46154,Barnet,A5,PU,521750,188400,Point,-0.244236868203728,51.58126699600767
Feature,46155,Westminster,A5,PU,526800,182000,Point,-0.17369647115011,51.522637635192986
Feature,46188,Haringey,A10,PU,533800,190000,Point,-0.069815499344699,51.592915688149624
Feature,46189,Hackney,A10,PU,533480,184000,Point,-0.076709407361073,51.5390727108755
Feature,46199,Redbridge,A104,PU,540294,192548,Point,0.024891802431609,51.614233190169195
Feature,46201,Newham,A11,PU,538660,184000,Point,-0.002064890410031,51.53782496973209
Feature,46211,Havering,A12,PU,555000,191400,Point,0.236621395123427,51.60006487992869
Feature,46216,Havering,A13,PR,554000,180360,Point,0.217364331627351,51.50114661358976
Feature,46217,Newham,A13,PU,540000,181700,Point,0.01633033694577,51.516826593765536
Feature,46218,Tower Hamlets,A13,PU,535100,181280,Point,-0.054406823734296,51.51424453672079
Feature,46245,Bexley,A20,PU,546400,170630,Point,0.103922816563261,51.41573463125492
Feature,46268,Lambeth,A23,PU,531240,179000,Point,-0.110850194841854,51.49466394219932
Feature,46269,Lambeth,A23,PU,530900,175000,Point,-0.117226201327285,51.45879541702965
Feature,46277,Wandsworth,A24,PU,527740,172000,Point,-0.163767989550208,51.432555447937766
Feature,46278,Merton,A24,PU,525300,168000,Point,-0.200263082501338,51.39715051980012
Feature,46432,City of London,A40,PU,531850,181380,Point,-0.101179029056943,51.515910467114665
